id	title	current_median	consensus_date	nb	na	confidence	basis	source_file	recension_note	flag_off	note
SA_K01_vinv14_u	Poṣadhasthāpanavastu	266	4th-5th c. CE (Mūlasarvāstivāda-vinaya compilation)	350	450	medium	Lamotte, History of Indian Buddhism p.657 (via Shaw 2006); Lueritthikul 2015 on the Gilgit MS	cleaned_Diplomatic Edition and Comparative Study of the Posadhasthapanavastu of Mulasarvastivada Vinaya_Phra Weerachai Lueritthikul, 2015.txt	Section of the MSV vinaya edited by Dutt from the sole Gilgit MS (dated 7th-10th c. as a manuscript). The text COMPOSED is the MSV vinaya compilation, dated by Lamotte to the 4th-5th c. CE; the Pāli pavāraṇā/uposatha-khandhaka parallels are earlier but are not our recension.	True	cur_med 266 too early; MSV vinaya 4th-5th c. CE (~400). Corrected to 350-450.
SA_K01_vinv15_u	Śayanāsanavastu	330	4th-5th c. CE (extant MSV-vinaya, Gilgit Sanskrit recension)	300	450	medium	E. Frauwallner, Earliest Vinaya (1956); G. Schopen, Bones, Stones and Buddhist Monks (1997)	cleaned_Bones, Stones and Buddhist Monks..Archaeology, Epigraphy and Texts of Monastic Buddhism in India_Gregory Schopen, 1997.txt	Gnoli's edition is the Gilgit manuscript of this MSV-vinaya section (the actual MS is 6th-7th c.). Old Mathurā core (Frauwallner), but the expanded MSV-vinaya recension our text represents is dated 4th-5th c.; Schopen places the Sanskrit witnesses no earlier than the 5th c. Date this redacted recension, not the early layer.	False	MSV-vinaya Gilgit recension; 4th-5th c.; cur_med 330 within range.
SA_K01_vinv16_u	Adhikaraṇavastu	265	4th-5th c. CE (Mūlasarvāstivāda-vinaya compilation)	350	450	medium	Lamotte, History of Indian Buddhism p.657 (via Shaw 2006); cf. Almogi ed. 2020	cleaned_Buddhist Goddesses of India_Mirenda Shaw, 2006.txt	16th section of the MSV vinaya, edited by Gnoli from the Gilgit MS. Some narrative/verse content is older (Sarvāstivāda Saṃyuktāgama parallels), but the extant Sanskrit MSV recension is the 4th-5th c. compilation (Lamotte); Gilgit MSS are 6th-7th c. Date the MSV recension.	True	cur_med 265 too early; MSV vinaya 4th-5th c. CE (~400). Corrected to 350-450.
SA_K01_vinv171u	Saṅghabhedavastu 1	269	4th-5th c. CE (Mūlasarvāstivāda-vinaya redaction; extant Gilgit Sanskrit MS later still)	300	500	high	Lamotte, History of Indian Buddhism, p.657 (via Shaw 2006); Cabezón, Sexuality in Classical South Asian Buddhism (2017), n.351	cleaned_Buddhist Goddesses of India_Mirenda Shaw, 2006.txt	The Saṅghabhedavastu is the 17th and last section of the Mūlasarvāstivāda-vinaya, edited by Gnoli from the Gilgit manuscript. Current opinion (Cabezón): the MSV was 'first redacted in the first or second century ... in northwest India, although the partial Sanskrit manuscript available to us is much later (fifth century).' Lamotte places the compilation in the 4th-5th c. Our text is precisely that extant Gilgit Sanskrit recension — not the 1st-2nd c. core — and the Gilgit codex itself is 6th-7th c. Dating to the redaction period, 4th-5th c.	True	Date the MSV redaction (Lamotte 4th-5th c.) / extant Gilgit Sanskrit, not the early core.
SA_K01_vinv172u	Saṅghabhedavastu 2	274	Kuṣāṇa period, ca. 1st–3rd c. CE (Mūlasarvāstivāda-vinaya redaction; extant Gilgit MS 6th–7th c.)	100	300	medium	Gregory Schopen, Hierarchy and Housing in a Buddhist Monastic Code (Sayanāsanavastu tr.), 2000	cleaned_Hierarchy and Housing in a Buddbist Monastic Code. Tr. of Sayanasanavastu of Mulasarvastivada-vinaya.  Part 1_Gregory Schopen, 2000.txt	The Saṅghabhedavastu is Section 17 of the Mūlasarvāstivāda-vinaya. Gnoli's edition rests on the Gilgit birch-bark MS, whose script dates the physical copy to the 6th–7th c.; but the text it transmits is the MSV recension whose redaction Schopen and the post-Lamotte consensus place in the Kuṣāṇa period (ca. 1st–3rd c. CE), in the Gandhāra–Mathurā Northwest. The MSV is itself the latest and most expansive of the surviving vinayas (drawn on by the Avadānaśataka and Divyāvadāna), so this is not an early layer but a developed Sanskrit recension; Lamotte's 4th–5th-c. dating is now rejected.	False	Kuṣāṇa-period MSV redaction; Gilgit MS later. cur_med 274 within range.
SA_K02_bsu057_u	Advayaśatikā Prajñāpāramitāsūtra	713	None	None	None	none	no recension-specific scholarship located		Short 'Non-dual Hundred(-stanza)' Prajñāpāramitā sūtra; Shakya's 1988 edition rests on a Nepalese manuscript. The library yields no scholarly date for either an original layer or our Nepalese recension (only a bare title listing in Dan Martin's bibliography). Per protocol, left undated rather than invented.	False	No sourced date available; cannot confirm or refute cur_med 713, so not flagged.
SA_K02_sspp2_1u	Śatasāhasrikā Prajñāpāramitā II-1	286	3rd-4th c. CE (largest of the large-PP expansions; extant Sanskrit on Nepalese MSS)	200	400	low	Winternitz, Hist. Indian Lit. II (1933); Lancaster, Analysis of the Aṣṭasāhasrikā (1968); Conze, Large Sutra (1975)	cleaned_History of Indian Literature II_MAURICE WINTERNITZ, 1933.txt	The 100,000-line Śatasāhasrikā is the fullest mechanical expansion of the Pañcaviṃśati/Aṣṭa base; the expansion class is conventionally dated 2nd-4th c. CE, the Śata being among the latest/largest. Kimura's edition is built on late Nepalese paper MSS, but the operative date is that of the expanded text, c. 3rd-4th c. CE.	False	cur_med 286 sits inside the 200-400 expansion band; not flagged.
SA_K02_sspp2_2u	Śatasāhasrikā Prajñāpāramitā II-2 [Śatasāhasrikāprajñāpāramitāsūtra]	282	ca. 3rd–4th c. CE (developed 'Larger' recension; extant text via late Nepalese MSS)	200	400	low	Hajime Nakamura, Indian Buddhism, 1980 (consensus on the Larger PP as expansion of the Aṣṭasāhasrikā)	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	The Śatasāhasrikā (100,000-line) is the largest and latest of the 'Larger' Prajñāpāramitā group, a secondary expansion of the Aṣṭasāhasrikā (whose original is ca. 1st c. CE). Kimura's edition rests on the Nepalese manuscript tradition, which Schopen notes is much later than the NW/Gilgit recensions; the developed large text itself is conventionally placed ca. 2nd–4th c. CE. No recension-specific date is given in the library, hence low confidence; the early layer (Aṣṭa) is explicitly not the date used here.	False	cur_med 282 sits within the 2nd–4th-c. window for the developed Larger PP.
SA_K02_sspp2_3u	Śatasāhasrikā Prajñāpāramitā II-3	273	c. 200-400 CE (largest/latest 'expansion-phase' PP; Nepalese MS recension)	200	400	medium	Westerhoff (2018) PP development scheme; Nakamura, Indian Buddhism (1980) on the large PP recensions; ed. Kimura 2010 (Nepalese MSS)	cleaned_Golden Age of Indian Buddhist Philosophy in the First Millennium CE_Jan Westerhoff, 2018.txt	The Śatasāhasrikā (100,000-line) is the most maximally expanded of the large PP and the latest of those expansion-phase recensions, produced by spelling out the repetitive lists of the Pañcaviṃśatisāhasrikā. Kimura's edition is based on the late Nepalese Sanskrit manuscript tradition; the Sanskrit recension we read is therefore the developed/transmitted text, placed in the later part of the expansion phase (c. 200-400 CE), not the early Aṣṭa- core.	False	Largest, latest large-PP recension; Nepalese MS; c. 200-400 CE, median ~273 within range.
SA_K02_sspp2_4u	Śatasāhasrikā Prajñāpāramitā II-4	273	c. 200-400 CE (largest/latest 'expansion-phase' PP; Nepalese MS recension)	200	400	medium	Westerhoff (2018) PP development scheme; Nakamura (1980); ed. Kimura 2014 (Nepalese MSS)	cleaned_Golden Age of Indian Buddhist Philosophy in the First Millennium CE_Jan Westerhoff, 2018.txt	Same work as II-3: the 100,000-line Śatasāhasrikā is the most expanded and latest of the large PP recensions, produced by expanding the Pañcaviṃśatisāhasrikā. Kimura's edition rests on the late Nepalese Sanskrit MS tradition, so the recension we read is the developed/transmitted text, c. 200-400 CE, not the early Aṣṭa- core.	False	Largest, latest large-PP recension; Nepalese MS; c. 200-400 CE, median ~273 within range.
SA_K03_psp_1u	Pañcaviṃśatisāhasrikā Prajñāpāramitā I [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]	284	ca. 4th–5th c. CE (revised 'Larger' recension aligned to the Abhisamayālaṃkāra; via late Nepalese MSS)	250	450	low	Hajime Nakamura, Indian Buddhism, 1980 (Larger PP as expansion of the Aṣṭasāhasrikā); standard view of the AA-revised Pañcaviṃśati	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	The Pañcaviṃśatisāhasrikā (25,000-line) is a 'Larger' Prajñāpāramitā expansion of the Aṣṭasāhasrikā (original ca. 1st c. CE). Kimura's edition (I-1/I-2) gives the recension that was recast to follow the eight-padārtha structure of the Abhisamayālaṃkāra (4th–5th c.), and it survives through the late Nepalese manuscript tradition that Schopen flags as much later than the Gilgit forms. Thus our recension is the AA-revised, medieval-transmitted text, not the earlier base 25,000 nor the 1st-c. Aṣṭa layer. Library lacks a sharp recension date, hence low confidence.	False	cur_med 284 near the 3rd–4th-c. expansion; AA-revised recension slightly later, within tolerance.
SA_K03_psp_2-3u	Pañcaviṃśatisāhasrikā Prajñāpāramitā II-III [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]	201	4th–5th c. CE (revised Sanskrit recension structured per the Abhisamayālaṅkāra)	350	450	medium	Conze/Dutt (via Nakamura, Indian Buddhism 1980); Apple, Abhisamayālaṃkāra; Walser, Nāgārjuna in Context	cleaned_Apple_Abhisamayālaṃkāra.txt	Kimura's edition (continuing Dutt 1934) is the REVISED recension of the 25,000-line PP — the version recast and re-divided to conform to the eight abhisamayas of the Abhisamayālaṅkāra (Conze titled the series 'The Large Sutra on Perfect Wisdom with the Division of the Abhisamayālaṃkāra'). The original (unrevised) Large PP existed by the 3rd c. (Chinese by Mokṣala 291 CE / Dharmarakṣa 286 CE), but this revised Sanskrit recension was reorganized AFTER the Abhisamayālaṅkāra (Maitreyanātha, ca. 350 CE) and is preserved in late MSS; hence it dates to the 4th–5th c. CE or later, NOT the 3rd-c. original.	True	cur_med 201 dates the original Large PP; Kimura's edition is the Abhisamaya-divided REVISED recension, post-350 CE. Corrected to 4th–5th c. CE.
SA_K03_psp_4u	Pañcaviṃśatisāhasrikā Prajñāpāramitā IV [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]	172	6th-7th c. CE (revised recension adjusted to the Abhisamayālaṃkāra)	500	700	high	John J. Makransky, Controversy over Dharmakaya (1990); cf. Conze, Prajñāpāramitā Literature	cleaned_Controversy over Dharmakaya in Indo-Tibetan Buddhism…Abhisamayalamkara..Large Prajnaparamitra..Yogacara_John J. Makransky, 1990_OCR.txt	Same revised recension (rP) as psp_5u: Kimura vol. IV continues Dutt's AA-divided edition of the 25,000 PP. The recension was redacted after Arya Vimuktisena (early 6th c.) to mirror the AA passage-for-passage; Sanskrit witness is the 6th-7th c. Gilgit-type MS tradition. Earlier unrevised Larger PP behind Dharmaraksa's 286 Chinese is far older, but is not our edited text.	True	Same as psp_5u; cur_med 172 dates the early layer, not our revised recension.
SA_K03_psp_5u	Pañcaviṃśatisāhasrikā Prajñāpāramitā V [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]	171	6th-7th c. CE (revised recension adjusted to the Abhisamayālaṃkāra)	500	700	high	John J. Makransky, Controversy over Dharmakaya (1990); cf. Conze, Prajñāpāramitā Literature	cleaned_Controversy over Dharmakaya in Indo-Tibetan Buddhism…Abhisamayalamkara..Large Prajnaparamitra..Yogacara_John J. Makransky, 1990_OCR.txt	Kimura's edition continues Dutt's 'Large Sutra with the Division of the Abhisamayalamkara' — i.e. the REVISED recension (rP) in which each passage is labelled with its AA topic. Makransky dates this redaction after Arya Vimuktisena (early 6th c.); the Sanskrit witness is the Gilgit-type MS tradition (6th-7th c.). The earlier UNREVISED Large PP behind the Chinese of Dharmaraksa (286)/Moksala (291)/Kumarajiva (404) is much older, but our edited text is the post-Vimuktisena revised recension.	True	cur_med 171 reflects the early Larger-PP layer; our edited Sanskrit is the AA-aligned revised recension, ~6th-7th c.
SA_K03_psp_6-8u	Pañcaviṃśatisāhasrikā Prajñāpāramitā VI-VIII [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]	175	6th-7th c. CE (revised recension adjusted to the Abhisamayālaṃkāra)	500	700	high	John J. Makransky, Controversy over Dharmakaya (1990); cf. Conze, Prajñāpāramitā Literature	cleaned_Controversy over Dharmakaya in Indo-Tibetan Buddhism…Abhisamayalamkara..Large Prajnaparamitra..Yogacara_John J. Makransky, 1990_OCR.txt	Kimura vols. VI-VIII complete the AA-divided revised recension (rP) of the 25,000 PP. Redacted after Arya Vimuktisena (early 6th c.); Sanskrit witness 6th-7th c. (Gilgit-type MSS). Not the early unrevised Larger PP behind the 3rd-c. Chinese.	True	Same revised recension; cur_med 175 dates the early layer.
SA_K03_pspdut2u	Pañcaviṃśatisāhasrikā Prajñāpāramitā [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]	221	6th-8th c. CE (revised/recast Sanskrit recension adjusted to the Abhisamayālaṅkāra)	500	800	high	John J. Makransky, Buddhahood Embodied (1997), on the revised PP (rP); cf. Conze, Large Sutra; Sparham, Abhisamayālaṃkāra with Vṛtti and Āloka (2006) confirms Conze/Dutt edition is the recast version	cleaned_Buddhahood Embodied. Sources of Controversy in India and Tibet (Abhisamayalankara)_John J Makransky, 1997.txt	Same Dutt 1934 edition as SA_K03_pvspl_u: it is the revised/recast Pañcaviṃśatisāhasrikā (rP) with Abhisamayālaṅkāra topic-titles inserted, redacted after Ārya Vimuktisena (early 6th c.) and ascribed to Haribhadra (late 8th c.). Far later than the original unrevised PP layer (extant in earlier Chinese, e.g. Mokṣala 291 CE) that the current median of 221 reflects. Date the Dutt/rP recension.	True	Dutt = AA-recast recension; 6th-8th c. redaction, not the 2nd-3rd c. unrevised layer.
SA_K03_pvspl_u	Pañcaviṃśatisāhasrikā Prajñāpāramitā [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]	212	6th-8th c. CE (revised/recast Sanskrit recension adjusted to the Abhisamayālaṅkāra)	500	800	high	John J. Makransky, Buddhahood Embodied (1997), pp. on the revised PP (rP); cf. Conze, Large Sutra; on Vimuktisena's date cf. Apple/Sparham (6th c.)	cleaned_Buddhahood Embodied. Sources of Controversy in India and Tibet (Abhisamayalankara)_John J Makransky, 1997.txt	Dutt's 1934 Sanskrit edition is the 'revised' Pañcaviṃśatisāhasrikā (rP) — the recast version in which Abhisamayālaṅkāra topic-titles are inserted into the sūtra. It was redacted AFTER Ārya Vimuktisena (early 6th c. CE) and is ascribed (Tibetan colophon) to Haribhadra (fl. late 8th c.) as redactor. This is centuries later than the original unrevised 25,000-line PP layer (extant in earlier Chinese, e.g. Mokṣala 291 CE), which the current median of 212 reflects. Per the cardinal rule, we date the Dutt/rP recension, not the early layer.	True	Dutt = AA-recast recension; date the 6th-8th c. redaction, not the 2nd-3rd c. unrevised layer.
SA_K05_adsp55-u	Aṣṭādaśasāhasrikā Prajñāpāramitā (ch. 55-70, Gilgit MS)	289	6th-7th c. CE (extant Gilgit Sanskrit recension; text-content composed 2nd-3rd c.)	550	675	medium	von Hinüber on Gilgit MSS palaeography (Erforschung der Gilgit-Handschriften); composition framework Winternitz 1933 / Conze, Large Sutra (1975)	cleaned_Bones, Stones and Buddhist Monks..Archaeology, Epigraphy and Texts of Monastic Buddhism in India_Gregory Schopen, 1997.txt	Conze's AdSPG I (5th Abhisamaya) is a direct edition of the GILGIT MANUSCRIPT (6th-7th c. CE per von Hinüber). The large-PP text-content is c. 2nd-3rd c., but per the cardinal rule we date the recension our edition is based on: the 6th-7th-c. Gilgit witness, our only Sanskrit for these chapters.	True	cur_med 289 dates text-content not the Gilgit Sanskrit recension Conze edited (~600 CE); off by >75y.
