id	title	current_median	consensus_date	nb	na	confidence	basis	source_file	note
SA_GR14_visvaksu	Viṣvaksenasaṃhitā	773	None	None	None	none	no explicit dating found; Sanderson 2009 cites text without dating it	cleaned_Sanderson_The Śaiva Age.txt	Pāñcarātra saṃhitā; Sanderson cites it (re Śaiva/Pāñcarātra reinstallation) but does not date it; library lacks a Rastelli/Czerniak-type specialist dating. cur_nb/na 600-1000 retained as the broad Pāñcarātra-saṃhitā range but unsourced here.
SA_GR14_yamsr_pu	Stotraratna	975	c. 966-1038 CE (Yāmuna's floruit)	966	1038	medium	Standard Śrīvaiṣṇava chronology; Yāmuna predates Rāmānuja (Olson 2007)	cleaned_Celibacy and Religious Traditions_Carl Olson, 2007.txt	Authentic devotional hymn of Yāmuna, Rāmānuja's intellectual predecessor; floruit mid-10th to early 11th c. Midpoint shifts only slightly (~1002); within 100y of current median.
SA_GSP30_abhiprvu	Īśvarapratyabhijñāvimarśinī	941	c. 1000 CE (end 10th-early 11th c.)	990	1015	high	Padoux, Vāc (1990); standard scholarly consensus on Abhinavagupta's floruit	cleaned_skt-en-mono.txt	Abhinavagupta's commentary on Utpaladeva's Īśvarapratyabhijñākārikā; firmly c. 1000 CE.
SA_GSP30_abhmal1u	Mālinīślokavārttika: Kāṇḍa 1	944	late 10th–early 11th c. CE	975	1025	high	Sanderson 2009, The Śaiva Age	cleaned_Sanderson_The Śaiva Age.txt	Abhinava's verse commentary on the Mālinīvijayottara; dated by author's floruit. Among his earlier (pre-Tantrāloka) works.
SA_GSP30_abhmal2u	Mālinīślokavārttika: Kāṇḍa 2	943	c. 1000 CE (end 10th-early 11th c.)	990	1015	high	Padoux, Vāc (1990); standard consensus on Abhinavagupta's floruit	cleaned_skt-en-mono.txt	Abhinavagupta's verse commentary on the Mālinīvijayottara; his floruit c. 990-1015 CE.
SA_GSP30_abhtantu	Tantrasāra	944	late 10th–early 11th c. CE	975	1025	high	Sanderson 2009, The Śaiva Age; Sanderson, History through textual criticism	cleaned_Sanderson_The Śaiva Age.txt	Dated by author's well-attested floruit; Abhinava gives Saptarṣi dates 4066/4068/4090 (c.990–1015 CE) for several of his works. Tantrasāra is a prose digest of the Tantrāloka.
SA_GSP30_adyapppu	Anuttaraprakāśapañcāśikā	866	None	None	None	none			A KSTS Kashmir Śaiva (Trika) hymn attributed to Ādyanātha; appears only as a catalogue entry (Potter Encyclopedia DU10.1; skt-en-mono.txt) with no dating discussion in the library.
SA_GSP30_anuttaru	Anuttarāṣṭikā	938	c. 975-1025 CE	975	1025	high	Sanderson 2009, The Śaiva Age	cleaned_Sanderson_The Śaiva Age.txt	Short devotional/non-dualist hymn (aṣṭaka) of Abhinavagupta, within his floruit c. 975-1025.
SA_GSP30_aparmyou	Paramārthasāra	926	c. 1000 CE (late 10th / early 11th c.)	975	1025	high	skt-en-mono (Abhinavagupta alive AD 1000); Sanderson, The Saiva Age	cleaned_skt-en-mono.txt	Abhinavagupta's recasting of Adisesa's earlier Paramarthasara; Abhinava fl. c. 975-1025. Current median 926 ~75y too early. Pratyabhijna/Trika digest, not a tantra.
SA_GSP30_bhairstu	Bhairavastava	942	c. 1000 CE (end 10th-early 11th c.)	990	1015	high	Padoux, Vāc (1990); standard consensus on Abhinavagupta's floruit	cleaned_skt-en-mono.txt	Short hymn by Abhinavagupta; dates to his floruit c. 990-1015 CE.
SA_GSP30_bhutisbs_u	Svabodhasiddhi	949	late 10th c. CE	950	1000	medium	Potter (ed.) 1990, Encyclopedia of Indian Philosophies vol. 5 (Bhūtirāja a teacher of Abhinavagupta, fl. 1014)	cleaned_Encyclopedia of Indian Philosophies, Vol. 5 - Potter 1990.txt	Bhūtirāja was a teacher of Abhinavagupta, hence fl. c. 950-1000; agrees with current median
SA_GSP30_bodhpanu	Bodhapañcadaśikā	932	c. 975-1025 CE	975	1025	high	Sanderson 2009, The Śaiva Age	cleaned_Sanderson_The Śaiva Age.txt	Short Trika doctrinal work of Abhinavagupta, whose floruit Sanderson fixes at c. 975-1025. cur_med 932 slightly early.
SA_GSP30_kramstou	Kramastotra	945	c. 990 CE	965	1015	high	Sanderson, History through textual criticism (citing Abhinava's own colophon date)	cleaned_Sanderson_History through textual criticism.txt	Saptarṣi 4066 ≈ 990 CE — a firm absolute date Abhinava gives himself. (Distinct from the older Kramastotra of Eraka quoted in Tantrālokaviveka.)
SA_GSP30_ksembodhv_u	Bodhavilāsa	946	early-mid 11th c. CE	1000	1050	high	Sanderson 2009, The Śaiva Age (Abhinavagupta fl. c. 975-1025); Tuske ed. 2017 / Ratié (Kṣemarāja = Abhinavagupta's disciple)	cleaned_Indian Epistemology and Metaphysics-Bloomsbury Academic_Joerg Tuske, ed , 2017.txt	Kṣemarāja, pupil of Abhinavagupta (fl. c.975-1025 per Sanderson), so active early-mid 11th c.; current median 946 too early by ~75y but within tolerance
SA_GSP30_mabhai	Manthānabhairava Tantra	1122	12th-13th c. CE	1100	1300	medium	White 2003, Kiss of the Yogini	cleaned_Kiss of the Yogini. Tantric Sex in its South Asian Contexts_David Gordon White, 2003.txt	Massive late Kubjikā tantra (Kumārikākhaṇḍa etc.); Dyczkowski's text. Consistent with current median midpoint.
SA_GSP30_parmartu	Paramārthasāra	1003	c. 990–1015 CE	990	1015	high	Sanderson, History through Textual Criticism (Abhinavagupta's dated colophons)	cleaned_Sanderson_History through textual criticism.txt	Paramārthasāra is a genuine work of Abhinavagupta (cf. Flood, Tantric Body, Yogarāja's vivṛti). Within his attested floruit c. 990–1015. Dating unchanged.
SA_GSP30_partr_pu	Parātriṃśikā	806	8th-9th c. CE	700	900	medium	Sanderson, Saivism and the Tantric Traditions (Trika scripture, established in Kashmir by early 9th c.); Padoux, Vac, 1990	cleaned_Sanderson_Saivism and the tantric traditions.txt	Short Trika scripture (36 verses, ascribed to Rudrayamala), commented by Abhinavagupta; predates early-9th-c. establishment of Trika in Kashmir. Consistent with median; distinguish from Abhinava's PT-vivarana (c.1000).
SA_GSP30_partrvpu	Parātriṃśikāvivaraṇa	960	c. 1000 CE (Abhinavagupta fl. c. 975-1025)	975	1025	high	Sanderson 2009, The Saiva Age (Abhinavagupta floruit)	cleaned_Sanderson_The Śaiva Age.txt	This is the Parātriṃśikā-vivaraṇa, a COMMENTARY by the firmly datable Abhinavagupta (floruit c. 975-1025); composed c. 1000 CE, not the base scripture.
SA_GSP30_parypanu	Paryantapañcāśikā	946	late 10th–early 11th c. CE	975	1025	high	Sanderson 2009, The Śaiva Age (Abhinava floruit); attribution confirmed in Padoux, Vāc	cleaned_Vac. The Concept of the Word in Selected Hindu Tantras_Andre Padoux, 1990.txt	A short late work of Abhinavagupta; dated by his floruit c. 975–1025.
SA_GSP30_pratyabu	Pratyabhijñāhṛdaya	956	early-mid 11th c. CE	1000	1050	high	Sanderson 2009, The Śaiva Age (Abhinavagupta fl. c. 975-1025); Tuske ed. 2017 / Ratié (Kṣemarāja = Abhinavagupta's disciple)	cleaned_Indian Epistemology and Metaphysics-Bloomsbury Academic_Joerg Tuske, ed , 2017.txt	Kṣemarāja's well-known Pratyabhijñā compendium; pupil of Abhinavagupta so active early-mid 11th c.; current median 956 ~50-75y early
SA_GSP30_sa_kSemarAja-bhairavAnukaraNastotra	Bhairavānukaraṇastotra	945	early–mid 11th c. CE	1000	1050	medium	Sanderson, History through textual criticism (Kṣemarāja as Abhinavagupta's pupil); Sanderson 2009, The Śaiva Age	cleaned_Sanderson_History through textual criticism.txt	Kṣemarāja was Abhinavagupta's direct pupil, so active a generation later (c. 1000–1050); current median ~945 is slightly early.
SA_GSP30_spandkau	Spandakārikā	846	9th c. CE	800	900	medium	N.N. Bhattacharyya 2006, History of the Tantric Religion; Feuerstein 1997 (Vasugupta and pupil Kallaṭa both 9th c.)	cleaned_History of the Tantric Religion An Historical, Ritualistic, and Philosophical Study_N. N. Bhattacharyya 2006.txt	Attributed to Vasugupta or his pupil Kallaṭa (fl. under Avantivarman r. 855-883), so mid/late 9th c.; Spandanirṇaya commentary by Kṣemarāja is 11th c.
SA_GSP30_tantralu	Tantrāloka	933	c. 975-1025 CE (mature work, c. 1000)	975	1025	high	Sanderson 2009, The Śaiva Age	cleaned_Sanderson_The Śaiva Age.txt	Abhinavagupta's magnum opus on Trika/Kaula ritual and philosophy, a mature work composed within his floruit c. 975-1025. cur_med 933 slightly early but within range.
SA_GSP30_timudghu	Timirodghāṭana	805	7th-9th c. CE	600	900	low	Sanderson, History through Textual Criticism; cited in Kṣemarāja (Mantramarga Bhairava scripture list)	cleaned_Sanderson_History through textual criticism.txt	Only attested as an early Saiva (Bhairava/Vidyapitha) scripture in scripture-lists and Ksemaraja quotations; no precise specialist date, broad Mantramarga 7th-9th c.
SA_GSP30_utipk_pu	Īśvarapratyabhijñāvṛtti	924	2nd-3rd quarter 10th c. CE (fl. c. 925-975)	925	975	high	Sanderson 2009, The Śaiva Age (Utpaladeva fl. c. 925-975)	cleaned_Sanderson_The Śaiva Age.txt	Utpaladeva's own vṛtti on his Īśvarapratyabhijñākārikā; fl. c. 925-975, consistent with current median.
SA_GSP30_vamjanmu	Janmamaraṇavicāra	1189	mid-11th c. CE	1025	1075	medium	Padoux (cited in skt-en-mono compendium), prefatory to ed. of Janmamaranavicara; cf. Nemec 'Language of Life and Death'	cleaned_skt-en-mono.txt	Kashmir Saiva (Pratyabhijna/non-dualist) prose work. Author is grand-disciple of Abhinavagupta (disciple of Yogaraja, pupil of Ksemaraja) and contemporary of Kashmiri king Anantadeva (r. c.1028-1063), placing him mid-11th c. Earlier than current median (~140y shift).
SA_GSP30_vamsbum_u	Svabodhodayamañjarī	994	mid/late 10th c. CE	925	1000	medium	Sanderson (History through Textual Criticism) and Dyczkowski/skt-en-mono synthesis	cleaned_skt-en-mono.txt	Kaula yogic tract; author post-Utpaladeva (c.925) and not later than Abhinavagupta. Distinct from the Pāñcarātra Vāmanadatta. Slightly earlier than current median; <100y change.
SA_GSP30_vasspacu	Spandakārikā	851	second half of the 9th c. CE	850	900	high	Sanderson, History through Textual Criticism; Sanderson, Śaivism and the Tantric Traditions	cleaned_Sanderson_History through textual criticism.txt	Foundational Trika/Spanda verse-text; composed by Vasugupta or Kallaṭa, mid-to-late 9th c. Kashmir. Matches cur_med.
SA_GSP30_vatnsupu	Vātūlanāthasūtra	1082	10th–12th c. CE	900	1200	low	Sanderson 2009, The Śaiva Age (Krama/Kālīkula text, commentary by Anantaśakti)	cleaned_Sanderson_The Śaiva Age.txt	Late Kashmirian Krama (Kālīkula) scripture; Sanderson links its commentator Anantaśakti to later Krama exegesis. Krama emerged late 9th–10th c.; sūtra likely 10th–12th c. NB: White assigns commentator Anantaśaktipāda to 16th c., but that is the commentary, not the sūtra.
SA_GSP30_vijnbhau	Vijñānabhairava	736	8th-9th c. CE	700	900	medium	Sanderson, History through Textual Criticism (listed among early Trika/Vidyāpīṭha sources; known to Pāñcarātra AhSaṃ)	cleaned_Sanderson_History through textual criticism.txt	Kashmir Trika scripture cited by Abhinavagupta (c.1000) and known to the Pāñcarātra Ahirbudhnyasaṃhitā; placed among the early Trika revelation, 8th-9th c. Midpoint 800, within ~70y of current median.
SA_MB_AnandatantramHK	Ānandatantra	809	7th-9th c. CE	600	900	low	Sanderson (per Abhinavagupta, Tantraloka), Saiva Age; via skt-en-mono compendium	cleaned_skt-en-mono.txt	Vama-srotas (Tumburu/four-sisters) scripture quoted by Abhinavagupta (so pre-c.1000); the Vama division is among the oldest Saiva tantric currents ('as old or older'), broadly 7th-9th c. No precise date.
SA_MB_BrahmayamalaHK	Brahmayāmala (Picumata)	830	6th-7th c. CE	500	700	high	Sanderson 2009, The Śaiva Age (core text); cf. Hatley 2018 BraYā ed.	cleaned_Sanderson_The Śaiva Age.txt	Vidyāpītha Yāmala scripture; listed in Skandapurāṇa-Ambikākhaṇḍa ms of 810; major source for Laghuśaṃvara. Far earlier than cur_med 830 -> changed.
SA_MB_DeviirahasyaHK	Devīrahasya (Devīrahasyatantra)	785	None	None	None	none	no specialist dating located in library	cleaned_Encyclopedia of Tantra. 5 volumes_Sadhu Santideva, 1999.txt	Late Śākta/Śrīvidyā ritual digest (Varāhī-related); only an incidental mention found, no scholarly date. Library offers nothing specific; current_med 785 is unsupported and likely far too early for this late compilation.
SA_MB_GoraksayogasastraHK	Gorakṣayogaśāstram	1214	10th-11th c. CE	900	1100	low	Mallinson, cited in White (ed.), Yoga in Practice 2011	cleaned_White_Yoga in Practice.txt	Hatha-yoga text in the Goraksasataka group attributed to Gorakhnath. Mallinson dates the 'original Goraksa Sataka' to the 10th-11th c.; the legendary Gorakhnath is conventionally placed 12th-13th c. (White). Attribution is pseudepigraphic, so date uncertain; specialist (Mallinson) date adopted, earlier than current median.
SA_MB_IISVARASIDDHI_hk	Utpaladeva: Īśvarasiddhi	924	second/third quarter 10th c. CE	925	975	high	Sanderson, dating cited in Nemec/Somananda ed. (skt-en-mono); Sanderson, The Saiva Age	cleaned_skt-en-mono.txt	Utpaladeva fl. c. 925-975 (Sanderson's standard dating); current median 924 a touch early but within range. Pratyabhijna work, not a tantra proper.
SA_MB_IPVV_1_hk	Īśvarapratyabhijñāvivṛtivimarśinī, Vol. 1	1010	completed 1014/15 CE	990	1015	high	Sanderson, History through Textual Criticism (colophon date)	cleaned_Sanderson_History through textual criticism.txt	IPVV firmly dated by colophon to 1014/15 CE. Dating unchanged.
SA_MB_IPVV_2_hk	Īśvarapratyabhijñāvivṛtivimarśinī, Vol. 2	1010	completed 1014/15 CE	990	1015	high	Sanderson, History through Textual Criticism (colophon date)	cleaned_Sanderson_History through textual criticism.txt	IPVV firmly dated by colophon to 1014/15 CE. Dating unchanged.
SA_MB_IPVV_3_hk	Īśvarapratyabhijñāvivṛtivimarśinī, Vol. 3	1009	completed 1014/15 CE	990	1015	high	Sanderson, History through Textual Criticism (colophon date)	cleaned_Sanderson_History through textual criticism.txt	IPVV firmly dated by colophon to Saptarṣisaṃvat 4090 = Kalisaṃvat 4115 = 1014/15 CE, Abhinavagupta's latest dated work. Dating unchanged.
SA_MB_IPV_HK	Īśvarapratyabhijñāvimarśinī	1003	c. 990–1015 CE	990	1015	high	Sanderson, History through Textual Criticism (Abhinavagupta's dated colophons)	cleaned_Sanderson_History through textual criticism.txt	IPV (shorter comm. on Utpaladeva's IPK) precedes the longer IPVV (completed 1014/15). Within Abhinavagupta's floruit. Dating unchanged.
SA_MB_Isaanapaddhati-I-HK	Īśānaśivagurudeva: Īśānaśivagurudevapaddhati, Volume 1	1112	early-mid 12th c. CE	1100	1175	medium	Flood, gavin-flood; ISP follows the 11th-c. Somaśambhupaddhati	cleaned_gavin-flood.txt	Vol 1 of the same Kerala paddhati; post-Somaśambhu. Consistent with current median.
SA_MB_JnanarnavaTantraHK	Jñānārṇavatantra	702	late medieval (Śrīvidyā tantra), c. 15th–17th c. CE	1400	1700	low	Encyclopedia of Tantra (Santideva 1999) / skt-en-mono; no specialist dated study in library	cleaned_skt-en-mono.txt	Śākta Śrīvidyā/Tripurasundarī tantra (Kāmarāja/15-syllable mantra), generally regarded as a late text; cited in the smṛti-digest Nirṇayasindhu. NOT the Jain Jñānārṇava of Śubhacandra. Library lacks a precise specialist date; estimate departs strongly from machine median of 702.
SA_MB_KalasamkarsinitippaniHK	Kālasaṃkarṣiṇīmatatantraṭippaṇī	998	10th-11th c. CE	900	1100	none	no specific dating found in library; Krama/Kālīkula context (Sanderson) only generally	cleaned_Sanderson_Hindu tantric chaplains.txt	Anonymous ṭippaṇī (gloss) on Kālasaṃkarṣiṇī/Krama material; no specialist date located. Range left broad around current median.
SA_MB_KaularahasyaHK	Kaularahasya	658	None	None	None	none	no specialist dating located in library		Only an undated quotation of Kaularahasya (re the five makāras, via Haṃsavilāsa) found in Santideva's Encyclopedia of Tantra; no scholarly composition date in the library. Left null per instructions.
SA_MB_Kulapradiipa-HK	Kulapradīpa	1243	None	None	None	none	no specialist dating found; only terminus ante quem from Hamsavilasa (Kiss, in White ed. 2011)	cleaned_White_Yoga in Practice.txt	Kaula/Sakta work by the Gauda (Bengal) author Sivanandacarya. Library gives no date, only that it is a source quoted by Hamsamitthu's Hamsavilasa (terminus ante quem ~17th-18th c.). No firm consensus date; none asserted.
SA_MB_KulasaaraHK	Kulasāra	750	9th-10th c. CE	800	1000	medium	Sanderson, The Śaiva Age / History through Textual Criticism	cleaned_Sanderson_The Śaiva Age.txt	Kaula/Śākta scripture cited by Sanderson; listed among texts known to early Kashmirian (10th-11th c.) authors and in Nepalese MSS (terminus ~11th c.), so composed by 9th-10th c.
SA_MB_KulavrttiHK	Kulavṛtti	1569	late 16th c. CE (c. 1577)	1560	1600	low	Associated with Pūrṇānanda of Bengal (fl. late 16th c., Ṣaṭcakranirūpaṇa 1577); no text-specific dating in library	None	Bengali Śākta/Kaula work attributed to Pūrṇānanda. Library has no specialist dating; dated by association with Pūrṇānanda's late-16th-c. floruit. Matches current median.
